,company_name,fund_code,fund_name,number_of_participants,unit_value_change_ytd_pct,bik_pct,predicted_bik_pct,report_date,fund_type,company_short,relative_change
1008,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53339,5.8647466,1.2,,2020-12-31,1968-1974,SEB,8.174908
62,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53124,7.1903415,0.89,,2021-03-31,1968-1974,SEB,7.1903415
826,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53167,12.569726,0.89,,2021-06-30,1968-1974,SEB,5.0185323
22,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53246,13.540154,0.89,,2021-09-30,1968-1974,SEB,0.862062
514,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53443,21.708567,0.89,,2021-12-31,1968-1974,SEB,7.1942925
554,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53512,-4.2001505,0.76480037,,2022-03-31,1968-1974,SEB,-4.2001505
386,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53561,-14.326971,0.76480037,,2022-06-30,1968-1974,SEB,-10.570812
346,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53507,-14.47765,0.76480037,,2022-09-30,1968-1974,SEB,-0.17586946
204,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53565,-14.571823,0.76480037,,2022-12-31,1968-1974,SEB,-0.11011958
646,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53659,3.6451826,0.77,,2023-03-31,1968-1974,SEB,3.6451828
430,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53513,7.929742,0.77,,2023-06-30,1968-1974,SEB,4.133868
870,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53396,7.701918,0.77,,2023-09-30,1968-1974,SEB,-0.21108389
160,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53423,13.706181,0.77,,2023-12-31,1968-1974,SEB,5.574894
598,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53381,6.0819545,0.79,0.79,2024-03-31,1968-1974,SEB,6.0819545
782,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53394,8.983971,0.79,0.79,2024-06-30,1968-1974,SEB,2.7356386
302,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53268,11.168563,0.79,0.79,2024-09-30,1968-1974,SEB,2.0045042
734,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53181,16.33273,0.79,0.79,2024-12-31,1968-1974,SEB,4.6453476
924,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53089,-4.055781,0.77,0.77,2025-03-31,1968-1974,SEB,-4.055781
112,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,53066,-1.6556475,0.77,0.77,2025-06-30,1968-1974,SEB,2.501583
254,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,52939,2.789044,0.77,0.77,2025-09-30,1968-1974,SEB,4.519522
685,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,60888,-17.90362,1.24,,2020-03-31,1975-1981,SEB,-17.90362
963,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,60924,-6.5383706,1.24,,2020-06-30,1975-1981,SEB,13.843799
469,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,61381,-2.35823,1.24,,2020-09-30,1975-1981,SEB,4.4725776
1003,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,61855,6.199227,1.24,,2020-12-31,1975-1981,SEB,8.764135
57,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,61772,8.562941,0.94,,2021-03-31,1975-1981,SEB,8.562941
821,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,61921,14.667657,0.94,,2021-06-30,1975-1981,SEB,5.6231976
17,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62098,15.997029,0.94,,2021-09-30,1975-1981,SEB,1.1593223
509,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62265,25.287783,0.94,,2021-12-31,1975-1981,SEB,8.009481
549,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62400,-4.2620034,0.7865999,,2022-03-31,1975-1981,SEB,-4.2620034
381,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62499,-15.245998,0.7865999,,2022-06-30,1975-1981,SEB,-11.47297
341,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62549,-14.985181,0.7865999,,2022-09-30,1975-1981,SEB,0.30773878
199,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62646,-15.317131,0.7865999,,2022-12-31,1975-1981,SEB,-0.39046407
640,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62828,4.346913,0.87,,2023-03-31,1975-1981,SEB,4.346913
424,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62827,9.680806,0.87,,2023-06-30,1975-1981,SEB,5.1116943
864,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62822,9.386812,0.87,,2023-09-30,1975-1981,SEB,-0.2680421
154,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62796,15.252695,0.87,,2023-12-31,1975-1981,SEB,5.3625107
592,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62799,8.18099,0.87,0.87,2024-03-31,1975-1981,SEB,8.18099
776,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62714,12.389918,0.87,0.87,2024-06-30,1975-1981,SEB,3.8906455
296,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62607,14.066201,0.87,0.87,2024-09-30,1975-1981,SEB,1.4914751
728,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62505,21.18433,0.87,0.87,2024-12-31,1975-1981,SEB,6.240344
918,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62372,-6.03418,0.82,0.82,2025-03-31,1975-1981,SEB,-6.03418
106,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62365,-3.4932091,0.82,0.82,2025-06-30,1975-1981,SEB,2.7041435
248,UAB „SEB investicijų valdymas“,SBN-75/81,SEB 1975–1981 metų tikslinės grupės pensijų kaupimo fondas,62275,2.5008771,0.82,0.82,2025-09-30,1975-1981,SEB,6.2110543
680,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,69279,-17.896263,1.23,,2020-03-31,1982-1988,SEB,-17.896263
958,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,69280,-6.5560565,1.23,,2020-06-30,1982-1988,SEB,13.812054
464,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,70254,-2.3920748,1.23,,2020-09-30,1982-1988,SEB,4.4561267
998,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,70700,6.185567,1.23,,2020-12-31,1982-1988,SEB,8.787859
52,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,70703,8.586165,0.95,,2021-03-31,1982-1988,SEB,8.586165
816,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,70896,14.676881,0.95,,2021-06-30,1982-1988,SEB,5.609107
12,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,71578,16.027002,0.95,,2021-09-30,1982-1988,SEB,1.1773229
504,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,71817,25.250303,0.95,,2021-12-31,1982-1988,SEB,7.9492807
544,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,72015,-4.2330284,0.79037803,,2022-03-31,1982-1988,SEB,-4.2330284
376,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,72319,-15.224369,0.79037803,,2022-06-30,1982-1988,SEB,-11.477173
336,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73060,-14.963967,0.79037803,,2022-09-30,1982-1988,SEB,0.30716658
194,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73285,-15.309151,0.79037803,,2022-12-31,1982-1988,SEB,-0.4059255
634,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73425,4.383268,0.87,,2023-03-31,1982-1988,SEB,4.383268
418,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73411,9.724705,0.87,,2023-06-30,1982-1988,SEB,5.117142
858,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73880,9.431534,0.87,,2023-09-30,1982-1988,SEB,-0.26718974
148,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73946,15.359314,0.87,,2023-12-31,1982-1988,SEB,5.416894
586,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73986,8.237774,0.88,0.88,2024-03-31,1982-1988,SEB,8.237774
770,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,73919,12.483729,0.88,0.88,2024-06-30,1982-1988,SEB,3.9227962
290,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,74321,14.138721,0.88,0.88,2024-09-30,1982-1988,SEB,1.4713168
722,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,74150,21.242174,0.88,0.88,2024-12-31,1982-1988,SEB,6.2235236
912,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,74089,-5.9867077,0.82,0.82,2025-03-31,1982-1988,SEB,-5.9867077
100,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,74059,-3.5173824,0.82,0.82,2025-06-30,1982-1988,SEB,2.626574
242,UAB „SEB investicijų valdymas“,SBN-82/88,SEB 1982–1988 metų tikslinės grupės pensijų kaupimo fondas,74189,2.4795501,0.82,0.82,2025-09-30,1982-1988,SEB,6.2155604
675,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,38732,-18.008371,1.25,,2020-03-31,1989-1995,SEB,-18.008371
953,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,38876,-6.6977944,1.25,,2020-06-30,1989-1995,SEB,13.794792
459,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,40337,-2.5760746,1.25,,2020-09-30,1989-1995,SEB,4.4175982
993,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,40723,5.9491224,1.25,,2020-12-31,1989-1995,SEB,8.750629
47,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,41040,8.532786,0.96,,2021-03-31,1989-1995,SEB,8.532786
811,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,41202,14.580959,0.96,,2021-06-30,1989-1995,SEB,5.5726767
7,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,42103,15.887851,0.96,,2021-09-30,1989-1995,SEB,1.1405826
499,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,42288,25.11967,0.96,,2021-12-31,1989-1995,SEB,7.966161
539,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,42519,-4.250926,0.7856675,,2022-03-31,1989-1995,SEB,-4.250926
371,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,42764,-15.254752,0.7856675,,2022-06-30,1989-1995,SEB,-11.492359
331,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,45505,-15.03006,0.7856675,,2022-09-30,1989-1995,SEB,0.26513338
189,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,45659,-15.376207,0.7856675,,2022-12-31,1989-1995,SEB,-0.40737987
628,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,45710,4.4205236,0.86,,2023-03-31,1989-1995,SEB,4.4205236
412,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,45666,9.817007,0.86,,2023-06-30,1989-1995,SEB,5.1680326
852,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,46031,9.522784,0.86,,2023-09-30,1989-1995,SEB,-0.26791692
142,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,46078,15.615357,0.86,,2023-12-31,1989-1995,SEB,5.56283
580,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,46062,8.286264,0.88,0.88,2024-03-31,1989-1995,SEB,8.286264
764,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,45914,12.525603,0.88,0.88,2024-06-30,1989-1995,SEB,3.9149404
284,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,46210,14.189063,0.88,0.88,2024-09-30,1989-1995,SEB,1.4782906
716,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,46031,21.246353,0.88,0.88,2024-12-31,1989-1995,SEB,6.180346
906,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,45882,-5.958841,0.81,0.81,2025-03-31,1989-1995,SEB,-5.958841
94,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,45929,-3.5220642,0.81,0.81,2025-06-30,1989-1995,SEB,2.5911808
236,UAB „SEB investicijų valdymas“,SBN-89/95,SEB 1989–1995 metų tikslinės grupės pensijų kaupimo fondas,46281,2.5084467,0.81,0.81,2025-09-30,1989-1995,SEB,6.2506676
670,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,11804,-18.160736,1.09,,2020-03-31,1996-2002,SEB,-18.160736
948,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,11891,-6.8772492,1.09,,2020-06-30,1996-2002,SEB,13.787376
454,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,14259,-2.814874,1.09,,2020-09-30,1996-2002,SEB,4.3623924
988,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,14352,5.589764,1.09,,2020-12-31,1996-2002,SEB,8.648062
42,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,14522,8.376249,0.97,,2021-03-31,1996-2002,SEB,8.376249
806,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,14706,14.336565,0.97,,2021-06-30,1996-2002,SEB,5.499649
2,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,16744,15.737656,0.97,,2021-09-30,1996-2002,SEB,1.2254119
494,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,16915,24.95456,0.97,,2021-12-31,1996-2002,SEB,7.9636216
534,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,17053,-4.309352,0.79340917,,2022-03-31,1996-2002,SEB,-4.309352
366,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,17285,-15.261531,0.79340917,,2022-06-30,1996-2002,SEB,-11.445403
326,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,20744,-15.019092,0.79340917,,2022-09-30,1996-2002,SEB,0.2861023
184,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,20906,-15.394873,0.79340917,,2022-12-31,1996-2002,SEB,-0.44218898
622,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,20993,4.5418725,0.86,,2023-03-31,1996-2002,SEB,4.5418725
406,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,21004,10.029371,0.86,,2023-06-30,1996-2002,SEB,5.249095
846,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,21757,9.757146,0.86,,2023-09-30,1996-2002,SEB,-0.24741292
136,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,21764,16.004011,0.86,,2023-12-31,1996-2002,SEB,5.6915283
574,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,21723,8.472796,0.89,0.89,2024-03-31,1996-2002,SEB,8.472796
758,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,21634,12.733897,0.89,0.89,2024-06-30,1996-2002,SEB,3.928268
278,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,23088,14.345705,0.89,0.89,2024-09-30,1996-2002,SEB,1.4297485
710,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,22918,21.40431,0.89,0.89,2024-12-31,1996-2002,SEB,6.1730385
900,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,21627,-5.9260387,0.78,0.78,2025-03-31,1996-2002,SEB,-5.9260387
88,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,21643,-3.5657969,0.78,0.78,2025-06-30,1996-2002,SEB,2.5089264
230,UAB „SEB investicijų valdymas“,SBN-96/02,SEB 1996–2002 metų tikslinės grupės pensijų kaupimo fondas,22048,2.5789714,0.78,0.78,2025-09-30,1996-2002,SEB,6.371975
705,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,2528,-5.5853314,0.39,,2020-03-31,TIPF,SEB,-5.5853314
983,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,2744,-1.2505877,0.39,,2020-06-30,TIPF,SEB,4.591179
489,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,3053,0.21626705,0.39,,2020-09-30,TIPF,SEB,1.4854312
1023,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,3397,2.9055007,0.39,,2020-12-31,TIPF,SEB,2.683425
77,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,3387,0.5756579,0.38,,2021-03-31,TIPF,SEB,0.5756579
841,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,3863,1.754386,0.38,,2021-06-30,TIPF,SEB,1.1719823
37,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,4491,1.8366228,0.38,,2021-09-30,TIPF,SEB,0.08081198
529,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5040,3.0793128,0.38,,2021-12-31,TIPF,SEB,1.220274
569,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5117,-3.740803,0.34270182,,2022-03-31,TIPF,SEB,-3.7408032
401,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5396,-10.238454,0.34270182,,2022-06-30,TIPF,SEB,-6.75016
361,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5810,-12.250687,0.34270182,,2022-09-30,TIPF,SEB,-2.2417486
219,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,6281,-11.922702,0.34270182,,2022-12-31,TIPF,SEB,0.3737688
664,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5953,1.7310789,0.33,,2023-03-31,TIPF,SEB,1.7310789
448,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,6244,3.1400967,0.33,,2023-06-30,TIPF,SEB,1.385045
888,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5319,3.0394526,0.33,,2023-09-30,TIPF,SEB,-0.0975728
178,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5721,7.940821,0.33,,2023-12-31,TIPF,SEB,4.7567844
616,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,5630,1.8741258,0.32,,2024-03-31,TIPF,SEB,1.8741257
800,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,6088,2.6013987,0.32,,2024-06-30,TIPF,SEB,0.71389675
320,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,6652,5.4079256,0.32,,2024-09-30,TIPF,SEB,2.7353764
752,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,7282,6.993007,0.32,,2024-12-31,TIPF,SEB,1.5037537
942,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,7452,-1.0718955,0.32,,2025-03-31,TIPF,SEB,-1.0718955
130,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,7907,0.73202616,0.32,,2025-06-30,TIPF,SEB,1.823473
272,UAB „SEB investicijų valdymas“,SBN-TIPF,SEB turto išsaugojimo pensijų kaupimo fondas,8840,2.248366,0.32,,2025-09-30,TIPF,SEB,1.5053272
895,UAB „Swedbank investicijų valdymas“,SWD-03/09,Swedbank pensija 2003-2009,1874,-8.42,,,2025-03-31,2003-2009,Swedbank,-8.42
83,UAB „Swedbank investicijų valdymas“,SWD-03/09,Swedbank pensija 2003-2009,2027,-5.04,,,2025-06-30,2003-2009,Swedbank,3.6907673
225,UAB „Swedbank investicijų valdymas“,SWD-03/09,Swedbank pensija 2003-2009,3529,0.29,,,2025-09-30,2003-2009,Swedbank,5.612898
701,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,36010,-5.9957175,0.7936,,2020-03-31,1954-1960,Swedbank,-5.9957175
979,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,34819,-2.0109859,0.7936,,2020-06-30,1954-1960,Swedbank,4.2388797
485,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,33468,0.30723396,0.7936,,2020-09-30,1954-1960,Swedbank,2.3657918
1019,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,31724,3.6123266,0.7936,,2020-12-31,1954-1960,Swedbank,3.2949686
73,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,31345,1.2040615,0.6855,,2021-03-31,1954-1960,Swedbank,1.2040615
837,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,29999,2.156528,0.6855,,2021-06-30,1954-1960,Swedbank,0.9411335
33,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,27921,2.7046456,0.6855,,2021-09-30,1954-1960,Swedbank,0.5365372
525,UAB „Swedbank investicijų valdymas“,SWD-54/60,Swedbank pensija 1954–1960,25944,3.7469673,0.6855,,2021-12-31,1954-1960,Swedbank,1.0148644
